,Lead_ID,Lead_Source,Sales_Rep,Industry,Region,Created_Date,Qualified_Date,Demo_Date,Proposal_Date,Closed_Date,Deal_Status,Deal_Value,Qualified_Flag,Demo_Flag,Proposal_Flag,Won_Flag,Days_to_Qualify,Days_to_Demo,Days_to_Proposal,Days_to_Close
2237,LEAD_114094,Website,Amit Verma,Unknown,West,2025-08-06 10:41:08.238817,2025-08-11 10:41:08.238817,2025-08-22 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,11.0,,
2705,LEAD_105667,Google Ads,Priya Mehta,Unknown,South,2025-08-06 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
17867,LEAD_112636,Facebook,Rohit Kapoor,Retail,East,2025-08-06 10:41:08.238817,2025-08-15 10:41:08.238817,2025-08-18 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,3.0,,
16312,LEAD_107787,Facebook,Amit Verma,Healthcare,East,2025-08-06 10:41:08.238817,2025-08-11 10:41:08.238817,2025-08-16 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,5.0,,
16078,LEAD_117467,Website,Amit Verma,Education,West,2025-08-06 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
2788,LEAD_111156,Google Ads,Priya Mehta,Unknown,South,2025-08-06 10:41:08.238817,2025-08-14 10:41:08.238817,,,,Lost,0.0,1,0,0,0,8.0,,,
3117,LEAD_111885,Facebook,Priya Mehta,IT,Unknown,2025-08-06 10:41:08.238817,2025-08-07 10:41:08.238817,2025-08-12 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,5.0,,
3065,LEAD_115641,Nan,Amit Verma,Unknown,South,2025-08-06 10:41:08.238817,2025-08-08 10:41:08.238817,2025-08-16 10:41:08.238817,2025-09-02 10:41:08.238817,2025-09-13 10:41:08.238817,Lost,0.0,1,1,1,0,2.0,8.0,17.0,11.0
10232,LEAD_117086,Referral,Nan,Unknown,South,2025-08-06 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-23 10:41:08.238817,2025-09-05 10:41:08.238817,2025-09-15 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,11.0,13.0,10.0
12905,LEAD_110818,Referral,Priya Mehta,Unknown,South,2025-08-06 10:41:08.238817,2025-08-07 10:41:08.238817,2025-08-18 10:41:08.238817,2025-08-25 10:41:08.238817,2025-09-06 10:41:08.238817,Lost,0.0,1,1,1,0,1.0,11.0,7.0,12.0
11054,LEAD_114013,Linkedin,Amit Verma,Unknown,North,2025-08-06 10:41:08.238817,2025-08-08 10:41:08.238817,2025-08-19 10:41:08.238817,,,Lost,0.0,1,1,0,0,2.0,11.0,,
17024,LEAD_100388,Referral,Priya Mehta,Finance,Unknown,2025-08-06 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-20 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,6.0,,
12615,LEAD_100398,Facebook,Neha Singh,Education,South,2025-08-07 10:41:08.238817,2025-08-12 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
2107,LEAD_110040,Facebook,Priya Mehta,Unknown,South,2025-08-07 10:41:08.238817,2025-08-11 10:41:08.238817,2025-08-20 10:41:08.238817,2025-09-06 10:41:08.238817,2025-09-14 10:41:08.238817,Won,173239.0,1,1,1,1,4.0,9.0,17.0,8.0
10439,LEAD_116871,Google Ads,Priya Mehta,Unknown,South,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
13436,LEAD_111944,Linkedin,Priya Mehta,IT,North,2025-08-07 10:41:08.238817,2025-08-11 10:41:08.238817,2025-08-25 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,14.0,,
15806,LEAD_111621,Website,Amit Verma,Finance,North,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16706,LEAD_100004,Website,Rahul Sharma,IT,Unknown,2025-08-07 10:41:08.238817,2025-08-10 10:41:08.238817,2025-08-12 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,2.0,,
8200,LEAD_114844,Nan,Priya Mehta,Unknown,West,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
15209,LEAD_106350,Website,Amit Verma,Retail,North,2025-08-07 10:41:08.238817,2025-08-09 10:41:08.238817,2025-08-23 10:41:08.238817,,,Lost,0.0,1,1,0,0,2.0,14.0,,
13258,LEAD_100361,Facebook,Rahul Sharma,Unknown,West,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
11556,LEAD_107347,Nan,Rahul Sharma,Education,West,2025-08-07 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-28 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,14.0,,
8829,LEAD_111610,Nan,Priya Mehta,Education,East,2025-08-07 10:41:08.238817,2025-08-09 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
2720,LEAD_117744,Nan,Priya Mehta,Unknown,South,2025-08-07 10:41:08.238817,2025-08-11 10:41:08.238817,2025-08-20 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,9.0,,
13256,LEAD_115359,Google Ads,Nan,Finance,West,2025-08-07 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-25 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,13.0,,
17951,LEAD_108271,Nan,Rohit Kapoor,Finance,South,2025-08-07 10:41:08.238817,2025-08-10 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-18 10:41:08.238817,2025-08-23 10:41:08.238817,Lost,0.0,1,1,1,0,3.0,4.0,4.0,5.0
11527,LEAD_103621,Google Ads,Nan,Education,East,2025-08-07 10:41:08.238817,2025-08-14 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
8824,LEAD_113602,Linkedin,Amit Verma,IT,Unknown,2025-08-07 10:41:08.238817,2025-08-16 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
9587,LEAD_106600,Facebook,Nan,IT,South,2025-08-07 10:41:08.238817,2025-08-08 10:41:08.238817,2025-08-20 10:41:08.238817,2025-08-28 10:41:08.238817,2025-09-06 10:41:08.238817,Won,56801.0,1,1,1,1,1.0,12.0,8.0,9.0
7213,LEAD_115299,Nan,Neha Singh,Education,West,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
11863,LEAD_101469,Google Ads,Priya Mehta,Education,South,2025-08-07 10:41:08.238817,2025-08-09 10:41:08.238817,2025-08-12 10:41:08.238817,,,Lost,0.0,1,1,0,0,2.0,3.0,,
9301,LEAD_102395,Google Ads,Rahul Sharma,Healthcare,South,2025-08-07 10:41:08.238817,2025-08-16 10:41:08.238817,2025-08-26 10:41:08.238817,2025-09-04 10:41:08.238817,2025-09-18 10:41:08.238817,Lost,0.0,1,1,1,0,9.0,10.0,9.0,14.0
12542,LEAD_114273,Facebook,Neha Singh,Retail,East,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
2066,LEAD_107490,Linkedin,Neha Singh,Education,North,2025-08-07 10:41:08.238817,2025-08-12 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
17739,LEAD_116899,Google Ads,Nan,IT,South,2025-08-07 10:41:08.238817,2025-08-16 10:41:08.238817,2025-08-23 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,7.0,,
14972,LEAD_117042,Google Ads,Amit Verma,Finance,Unknown,2025-08-07 10:41:08.238817,2025-08-15 10:41:08.238817,,,,Lost,0.0,1,0,0,0,8.0,,,
12589,LEAD_104158,Linkedin,Nan,Education,West,2025-08-07 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-18 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,6.0,,
12117,LEAD_111967,Website,Amit Verma,Education,East,2025-08-07 10:41:08.238817,2025-08-10 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
1969,LEAD_113884,Website,Amit Verma,Healthcare,Unknown,2025-08-07 10:41:08.238817,2025-08-10 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
712,LEAD_100760,Referral,Rohit Kapoor,Healthcare,South,2025-08-07 10:41:08.238817,2025-08-14 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
94,LEAD_104802,Facebook,Rahul Sharma,Healthcare,North,2025-08-07 10:41:08.238817,2025-08-15 10:41:08.238817,2025-08-25 10:41:08.238817,2025-09-12 10:41:08.238817,2025-09-20 10:41:08.238817,Lost,0.0,1,1,1,0,8.0,10.0,18.0,8.0
2302,LEAD_106884,Referral,Nan,IT,South,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
8354,LEAD_116084,Nan,Rohit Kapoor,Finance,North,2025-08-07 10:41:08.238817,2025-08-16 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
6088,LEAD_115244,Website,Amit Verma,Education,West,2025-08-07 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-17 10:41:08.238817,2025-08-21 10:41:08.238817,2025-08-29 10:41:08.238817,Lost,0.0,1,1,1,0,5.0,5.0,4.0,8.0
10246,LEAD_108424,Nan,Nan,Unknown,West,2025-08-07 10:41:08.238817,2025-08-10 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
5258,LEAD_104251,Website,Neha Singh,Healthcare,East,2025-08-07 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-26 10:41:08.238817,2025-09-10 10:41:08.238817,2025-09-12 10:41:08.238817,Lost,0.0,1,1,1,0,7.0,12.0,15.0,2.0
8888,LEAD_102540,Nan,Rahul Sharma,Retail,South,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
11234,LEAD_103707,Nan,Rahul Sharma,Education,East,2025-08-07 10:41:08.238817,2025-08-15 10:41:08.238817,2025-08-17 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,2.0,,
4620,LEAD_114584,Google Ads,Rahul Sharma,Healthcare,Unknown,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
10155,LEAD_101114,Facebook,Priya Mehta,IT,Unknown,2025-08-07 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-24 10:41:08.238817,2025-09-11 10:41:08.238817,2025-09-12 10:41:08.238817,Lost,0.0,1,1,1,0,5.0,12.0,18.0,1.0
13812,LEAD_112526,Linkedin,Priya Mehta,Healthcare,South,2025-08-07 10:41:08.238817,2025-08-16 10:41:08.238817,2025-08-27 10:41:08.238817,2025-08-30 10:41:08.238817,2025-09-09 10:41:08.238817,Lost,0.0,1,1,1,0,9.0,11.0,3.0,10.0
16343,LEAD_100151,Facebook,Rahul Sharma,Finance,West,2025-08-07 10:41:08.238817,2025-08-15 10:41:08.238817,2025-08-20 10:41:08.238817,2025-08-30 10:41:08.238817,2025-09-10 10:41:08.238817,Won,117878.0,1,1,1,1,8.0,5.0,10.0,11.0
5134,LEAD_100204,Facebook,Priya Mehta,Finance,East,2025-08-07 10:41:08.238817,2025-08-16 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
12789,LEAD_102061,Nan,Neha Singh,Finance,North,2025-08-07 10:41:08.238817,2025-08-14 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
1984,LEAD_107139,Facebook,Amit Verma,Retail,South,2025-08-07 10:41:08.238817,2025-08-09 10:41:08.238817,2025-08-16 10:41:08.238817,,,Lost,0.0,1,1,0,0,2.0,7.0,,
15110,LEAD_100699,Referral,Rohit Kapoor,Education,South,2025-08-07 10:41:08.238817,2025-08-16 10:41:08.238817,2025-08-30 10:41:08.238817,2025-09-12 10:41:08.238817,2025-09-20 10:41:08.238817,Lost,0.0,1,1,1,0,9.0,14.0,13.0,8.0
12914,LEAD_103234,Linkedin,Priya Mehta,Unknown,Unknown,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
5100,LEAD_105163,Google Ads,Rahul Sharma,IT,East,2025-08-07 10:41:08.238817,2025-08-08 10:41:08.238817,2025-08-17 10:41:08.238817,2025-08-31 10:41:08.238817,2025-09-03 10:41:08.238817,Won,67150.0,1,1,1,1,1.0,9.0,14.0,3.0
12294,LEAD_112519,Facebook,Amit Verma,IT,Unknown,2025-08-07 10:41:08.238817,2025-08-16 10:41:08.238817,2025-08-27 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,11.0,,
4518,LEAD_116407,Linkedin,Nan,Finance,East,2025-08-07 10:41:08.238817,2025-08-15 10:41:08.238817,2025-08-23 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,8.0,,
1232,LEAD_111090,Linkedin,Rahul Sharma,Education,Unknown,2025-08-07 10:41:08.238817,2025-08-08 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
8107,LEAD_112731,Google Ads,Neha Singh,IT,South,2025-08-07 10:41:08.238817,2025-08-16 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
12364,LEAD_108007,Website,Neha Singh,Education,Unknown,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
13850,LEAD_100694,Website,Amit Verma,Healthcare,Unknown,2025-08-07 10:41:08.238817,2025-08-15 10:41:08.238817,2025-08-18 10:41:08.238817,2025-09-06 10:41:08.238817,2025-09-14 10:41:08.238817,Won,125750.0,1,1,1,1,8.0,3.0,19.0,8.0
17757,LEAD_113780,Nan,Amit Verma,Healthcare,Unknown,2025-08-07 10:41:08.238817,2025-08-11 10:41:08.238817,2025-08-16 10:41:08.238817,2025-08-31 10:41:08.238817,2025-09-06 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,5.0,15.0,6.0
16336,LEAD_116036,Referral,Rahul Sharma,IT,South,2025-08-07 10:41:08.238817,2025-08-13 10:41:08.238817,2025-08-22 10:41:08.238817,2025-09-03 10:41:08.238817,2025-09-08 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,9.0,12.0,5.0
11170,LEAD_103900,Facebook,Neha Singh,Education,Unknown,2025-08-07 10:41:08.238817,2025-08-13 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
2206,LEAD_101794,Nan,Rohit Kapoor,Unknown,South,2025-08-07 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
15011,LEAD_103802,Linkedin,Amit Verma,Unknown,North,2025-08-07 10:41:08.238817,2025-08-08 10:41:08.238817,2025-08-17 10:41:08.238817,2025-08-27 10:41:08.238817,2025-09-04 10:41:08.238817,Lost,0.0,1,1,1,0,1.0,9.0,10.0,8.0
10708,LEAD_114178,Facebook,Neha Singh,IT,North,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
12518,LEAD_105956,Google Ads,Nan,Finance,East,2025-08-08 10:41:08.238817,2025-08-13 10:41:08.238817,2025-08-24 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,11.0,,
7228,LEAD_113845,Website,Neha Singh,Retail,South,2025-08-08 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-20 10:41:08.238817,2025-08-23 10:41:08.238817,2025-09-06 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,8.0,3.0,14.0
6237,LEAD_105119,Nan,Amit Verma,Finance,East,2025-08-08 10:41:08.238817,2025-08-10 10:41:08.238817,2025-08-18 10:41:08.238817,2025-08-27 10:41:08.238817,2025-08-29 10:41:08.238817,Lost,0.0,1,1,1,0,2.0,8.0,9.0,2.0
16617,LEAD_109701,Website,Rahul Sharma,IT,Unknown,2025-08-08 10:41:08.238817,2025-08-17 10:41:08.238817,2025-08-30 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,13.0,,
11312,LEAD_102081,Facebook,Rohit Kapoor,Education,East,2025-08-08 10:41:08.238817,2025-08-15 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
2922,LEAD_100626,Website,Amit Verma,Finance,North,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
908,LEAD_108439,Google Ads,Priya Mehta,Retail,Unknown,2025-08-08 10:41:08.238817,2025-08-13 10:41:08.238817,2025-08-24 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,11.0,,
6721,LEAD_101497,Google Ads,Nan,Education,East,2025-08-08 10:41:08.238817,2025-08-10 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
2355,LEAD_113426,Website,Rahul Sharma,Unknown,North,2025-08-08 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-21 10:41:08.238817,2025-09-03 10:41:08.238817,2025-09-09 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,7.0,13.0,6.0
660,LEAD_103810,Website,Neha Singh,Education,West,2025-08-08 10:41:08.238817,2025-08-09 10:41:08.238817,2025-08-23 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,14.0,,
9145,LEAD_106880,Referral,Nan,Education,North,2025-08-08 10:41:08.238817,2025-08-16 10:41:08.238817,2025-08-18 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,2.0,,
8488,LEAD_114517,Linkedin,Priya Mehta,Healthcare,West,2025-08-08 10:41:08.238817,2025-08-13 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
8255,LEAD_117769,Website,Rohit Kapoor,Unknown,North,2025-08-08 10:41:08.238817,2025-08-10 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-26 10:41:08.238817,2025-08-28 10:41:08.238817,Lost,0.0,1,1,1,0,2.0,4.0,12.0,2.0
2566,LEAD_100432,Website,Amit Verma,Unknown,Unknown,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
5071,LEAD_100691,Website,Rahul Sharma,Finance,West,2025-08-08 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-28 10:41:08.238817,2025-09-08 10:41:08.238817,2025-09-19 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,14.0,11.0,11.0
3243,LEAD_116592,Google Ads,Priya Mehta,IT,North,2025-08-08 10:41:08.238817,2025-08-13 10:41:08.238817,2025-08-27 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,14.0,,
3297,LEAD_114509,Nan,Neha Singh,Finance,North,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
15487,LEAD_103317,Website,Neha Singh,IT,West,2025-08-08 10:41:08.238817,2025-08-10 10:41:08.238817,2025-08-12 10:41:08.238817,,,Lost,0.0,1,1,0,0,2.0,2.0,,
4471,LEAD_101696,Linkedin,Priya Mehta,Retail,West,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
11044,LEAD_116960,Website,Rohit Kapoor,Retail,South,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
4121,LEAD_113807,Linkedin,Rahul Sharma,Healthcare,East,2025-08-08 10:41:08.238817,2025-08-15 10:41:08.238817,2025-08-17 10:41:08.238817,2025-09-05 10:41:08.238817,2025-09-07 10:41:08.238817,Lost,0.0,1,1,1,0,7.0,2.0,19.0,2.0
2325,LEAD_113118,Referral,Nan,Education,North,2025-08-08 10:41:08.238817,2025-08-10 10:41:08.238817,2025-08-11 10:41:08.238817,2025-08-27 10:41:08.238817,2025-09-06 10:41:08.238817,Lost,0.0,1,1,1,0,2.0,1.0,16.0,10.0
15391,LEAD_110511,Facebook,Priya Mehta,Healthcare,East,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
4589,LEAD_108133,Nan,Amit Verma,IT,West,2025-08-08 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-28 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,14.0,,
5594,LEAD_108025,Google Ads,Priya Mehta,Finance,Unknown,2025-08-08 10:41:08.238817,2025-08-10 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
5602,LEAD_115945,Google Ads,Neha Singh,IT,Unknown,2025-08-08 10:41:08.238817,2025-08-11 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
6464,LEAD_110429,Facebook,Rohit Kapoor,Finance,North,2025-08-08 10:41:08.238817,2025-08-13 10:41:08.238817,2025-08-20 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,7.0,,
1242,LEAD_106669,Google Ads,Priya Mehta,Healthcare,South,2025-08-08 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-16 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,2.0,,
5795,LEAD_104331,Facebook,Amit Verma,Retail,South,2025-08-08 10:41:08.238817,2025-08-09 10:41:08.238817,2025-08-10 10:41:08.238817,2025-08-17 10:41:08.238817,2025-08-28 10:41:08.238817,Lost,0.0,1,1,1,0,1.0,1.0,7.0,11.0
7466,LEAD_117244,Google Ads,Rohit Kapoor,Retail,West,2025-08-08 10:41:08.238817,2025-08-15 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
5839,LEAD_117721,Google Ads,Amit Verma,Finance,Unknown,2025-08-08 10:41:08.238817,2025-08-12 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
657,LEAD_100347,Linkedin,Nan,Retail,South,2025-08-08 10:41:08.238817,2025-08-16 10:41:08.238817,2025-08-29 10:41:08.238817,2025-09-17 10:41:08.238817,2025-09-23 10:41:08.238817,Won,124577.0,1,1,1,1,8.0,13.0,19.0,6.0
14433,LEAD_103743,Linkedin,Priya Mehta,Healthcare,Unknown,2025-08-08 10:41:08.238817,2025-08-11 10:41:08.238817,2025-08-18 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,7.0,,
8562,LEAD_101258,Linkedin,Neha Singh,Healthcare,East,2025-08-08 10:41:08.238817,2025-08-09 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-18 10:41:08.238817,2025-08-19 10:41:08.238817,Won,141708.0,1,1,1,1,1.0,5.0,4.0,1.0
4783,LEAD_107704,Facebook,Amit Verma,IT,South,2025-08-08 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-17 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,5.0,,
11509,LEAD_105060,Google Ads,Neha Singh,Retail,South,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
12894,LEAD_103589,Website,Rohit Kapoor,Retail,North,2025-08-08 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-21 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,7.0,,
13597,LEAD_116402,Facebook,Rohit Kapoor,Unknown,East,2025-08-08 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-13 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,1.0,,
2909,LEAD_101298,Google Ads,Neha Singh,Unknown,North,2025-08-08 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-26 10:41:08.238817,2025-09-04 10:41:08.238817,2025-09-13 10:41:08.238817,Won,186991.0,1,1,1,1,4.0,14.0,9.0,9.0
10345,LEAD_116291,Referral,Amit Verma,IT,North,2025-08-08 10:41:08.238817,2025-08-11 10:41:08.238817,2025-08-25 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,14.0,,
4291,LEAD_111855,Website,Amit Verma,Finance,West,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16693,LEAD_115851,Website,Priya Mehta,Healthcare,South,2025-08-08 10:41:08.238817,2025-08-17 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
4788,LEAD_109401,Website,Neha Singh,IT,South,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16748,LEAD_115394,Google Ads,Amit Verma,Education,North,2025-08-08 10:41:08.238817,2025-08-16 10:41:08.238817,,,,Lost,0.0,1,0,0,0,8.0,,,
1364,LEAD_100832,Referral,Rahul Sharma,Unknown,West,2025-08-08 10:41:08.238817,2025-08-17 10:41:08.238817,2025-08-19 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,2.0,,
14466,LEAD_105975,Facebook,Rahul Sharma,Finance,Unknown,2025-08-08 10:41:08.238817,2025-08-17 10:41:08.238817,2025-08-25 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,8.0,,
13982,LEAD_104791,Nan,Amit Verma,IT,East,2025-08-08 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-20 10:41:08.238817,2025-09-06 10:41:08.238817,2025-09-13 10:41:08.238817,Won,40939.0,1,1,1,1,4.0,8.0,17.0,7.0
4748,LEAD_103570,Website,Priya Mehta,Finance,West,2025-08-08 10:41:08.238817,2025-08-11 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-16 10:41:08.238817,2025-08-22 10:41:08.238817,Won,31927.0,1,1,1,1,3.0,3.0,2.0,6.0
14045,LEAD_103387,Website,Rahul Sharma,Retail,East,2025-08-08 10:41:08.238817,2025-08-09 10:41:08.238817,2025-08-15 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,6.0,,
9235,LEAD_110623,Linkedin,Priya Mehta,IT,South,2025-08-08 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-18 10:41:08.238817,2025-08-27 10:41:08.238817,2025-08-30 10:41:08.238817,Won,58695.0,1,1,1,1,4.0,6.0,9.0,3.0
7932,LEAD_107055,Nan,Rahul Sharma,Finance,South,2025-08-08 10:41:08.238817,2025-08-13 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
9194,LEAD_108724,Google Ads,Rahul Sharma,Healthcare,Unknown,2025-08-08 10:41:08.238817,2025-08-14 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
7935,LEAD_103466,Google Ads,Amit Verma,Education,South,2025-08-08 10:41:08.238817,2025-08-13 10:41:08.238817,2025-08-14 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,1.0,,
11540,LEAD_111058,Facebook,Amit Verma,Unknown,North,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
65,LEAD_108485,Referral,Rohit Kapoor,Finance,Unknown,2025-08-08 10:41:08.238817,2025-08-17 10:41:08.238817,2025-08-24 10:41:08.238817,2025-08-26 10:41:08.238817,2025-09-01 10:41:08.238817,Won,16428.0,1,1,1,1,9.0,7.0,2.0,6.0
16193,LEAD_103144,Referral,Nan,Finance,West,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
11978,LEAD_106229,Facebook,Priya Mehta,Unknown,West,2025-08-08 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16100,LEAD_106503,Linkedin,Rahul Sharma,Retail,North,2025-08-08 10:41:08.238817,2025-08-12 10:41:08.238817,2025-08-18 10:41:08.238817,2025-09-01 10:41:08.238817,2025-09-05 10:41:08.238817,Won,176475.0,1,1,1,1,4.0,6.0,14.0,4.0
9823,LEAD_108234,Google Ads,Rahul Sharma,Unknown,South,2025-08-08 10:41:08.238817,2025-08-14 10:41:08.238817,2025-08-24 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,10.0,,
15020,LEAD_108980,Nan,Rohit Kapoor,Healthcare,Unknown,2025-08-09 10:41:08.238817,2025-08-16 10:41:08.238817,2025-08-18 10:41:08.238817,2025-08-29 10:41:08.238817,2025-09-10 10:41:08.238817,Lost,0.0,1,1,1,0,7.0,2.0,11.0,12.0
688,LEAD_104783,Linkedin,Rohit Kapoor,Retail,South,2025-08-09 10:41:08.238817,2025-08-15 10:41:08.238817,2025-08-25 10:41:08.238817,2025-08-27 10:41:08.238817,2025-09-03 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,10.0,2.0,7.0
